query,species.name,db,sp,genus,family,order,class,phylum,kingdom
Pseudofumaria lutea,Pseudofumaria lutea,ncbi,Pseudofumaria lutea,Pseudofumaria,Papaveraceae,Ranunculales,Magnoliopsida,Streptophyta,Viridiplantae
Anemone nemorosa,Anemone nemorosa,ncbi,Anemone nemorosa,Anemone,Ranunculaceae,Ranunculales,Magnoliopsida,Streptophyta,Viridiplantae
Caltha palustris,Caltha palustris,ncbi,Caltha palustris,Caltha,Ranunculaceae,Ranunculales,Magnoliopsida,Streptophyta,Viridiplantae
Clematis vitalba,Clematis vitalba,ncbi,Clematis vitalba,Clematis,Ranunculaceae,Ranunculales,Magnoliopsida,Streptophyta,Viridiplantae
Delphinium nuttallianum,Delphinium nuttallianum,ncbi,Delphinium nuttallianum,Delphinium,Ranunculaceae,Ranunculales,Magnoliopsida,Streptophyta,Viridiplantae
Eranthis hyemalis,Eranthis hyemalis,ncbi,Eranthis hyemalis,Eranthis,Ranunculaceae,Ranunculales,Magnoliopsida,Streptophyta,Viridiplantae
Helleborus viridis,Helleborus viridis,ncbi,Helleborus viridis,Helleborus,Ranunculaceae,Ranunculales,Magnoliopsida,Streptophyta,Viridiplantae
Agrimonia eupatoria,Agrimonia eupatoria,ncbi,Agrimonia eupatoria,Agrimonia,Rosaceae,Rosales,Magnoliopsida,Streptophyta,Viridiplantae
Crataegus monogyna,Crataegus monogyna,ncbi,Crataegus monogyna,Crataegus,Rosaceae,Rosales,Magnoliopsida,Streptophyta,Viridiplantae
Filipendula ulmaria,Filipendula ulmaria,ncbi,Filipendula ulmaria,Filipendula,Rosaceae,Rosales,Magnoliopsida,Streptophyta,Viridiplantae
Fragaria ananassa,Fragaria ananassa,ncbi,Fragaria x ananassa,Fragaria,Rosaceae,Rosales,Magnoliopsida,Streptophyta,Viridiplantae
Geum urbanum,Geum urbanum,ncbi,Geum urbanum,Geum,Rosaceae,Rosales,Magnoliopsida,Streptophyta,Viridiplantae
Malus domestica,Malus domestica,ncbi,Malus domestica,Malus,Rosaceae,Rosales,Magnoliopsida,Streptophyta,Viridiplantae
Potentilla anserina,Potentilla anserina,ncbi,Potentilla anserina,Potentilla,Rosaceae,Rosales,Magnoliopsida,Streptophyta,Viridiplantae
Potentilla erecta,Potentilla erecta,ncbi,Potentilla erecta,Potentilla,Rosaceae,Rosales,Magnoliopsida,Streptophyta,Viridiplantae
Potentilla reptans,Potentilla reptans,ncbi,Potentilla reptans,Potentilla,Rosaceae,Rosales,Magnoliopsida,Streptophyta,Viridiplantae
Potentilla sterilis,Potentilla sterilis,ncbi,Potentilla sterilis,Potentilla,Rosaceae,Rosales,Magnoliopsida,Streptophyta,Viridiplantae
Prunus avium,Prunus avium,ncbi,Prunus avium,Prunus,Rosaceae,Rosales,Magnoliopsida,Streptophyta,Viridiplantae
Prunus cerasifera,Prunus cerasifera,ncbi,Prunus cerasifera,Prunus,Rosaceae,Rosales,Magnoliopsida,Streptophyta,Viridiplantae
Prunus communis,Prunus communis,ncbi,Prunus dulcis,Prunus,Rosaceae,Rosales,Magnoliopsida,Streptophyta,Viridiplantae
Prunus domestica,Prunus domestica,ncbi,Prunus domestica,Prunus,Rosaceae,Rosales,Magnoliopsida,Streptophyta,Viridiplantae
Prunus spinosa,Prunus spinosa,ncbi,Prunus spinosa,Prunus,Rosaceae,Rosales,Magnoliopsida,Streptophyta,Viridiplantae
Rosa arvensis,Rosa arvensis,ncbi,Rosa arvensis,Rosa,Rosaceae,Rosales,Magnoliopsida,Streptophyta,Viridiplantae
Rosa canina,Rosa canina,ncbi,Rosa canina,Rosa,Rosaceae,Rosales,Magnoliopsida,Streptophyta,Viridiplantae
Rosa tomentosa,Rosa tomentosa,ncbi,Rosa tomentosa,Rosa,Rosaceae,Rosales,Magnoliopsida,Streptophyta,Viridiplantae
Rubus caesius,Rubus caesius,ncbi,Rubus caesius,Rubus,Rosaceae,Rosales,Magnoliopsida,Streptophyta,Viridiplantae
Rubus fruticosus,Rubus fruticosus,ncbi,Rubus plicatus,Rubus,Rosaceae,Rosales,Magnoliopsida,Streptophyta,Viridiplantae
Rubus idaeus,Rubus idaeus,ncbi,Rubus idaeus,Rubus,Rosaceae,Rosales,Magnoliopsida,Streptophyta,Viridiplantae
Rubus ulmifolius,Rubus ulmifolius,ncbi,Rubus ulmifolius,Rubus,Rosaceae,Rosales,Magnoliopsida,Streptophyta,Viridiplantae
Sanguisorba minor,Sanguisorba minor,ncbi,Sanguisorba minor,Sanguisorba,Rosaceae,Rosales,Magnoliopsida,Streptophyta,Viridiplantae
Sorbus aria,Sorbus aria,ncbi,Sorbus aria,Sorbus,Rosaceae,Rosales,Magnoliopsida,Streptophyta,Viridiplantae
Sorbus aucuparia,Sorbus aucuparia,ncbi,Sorbus aucuparia,Sorbus,Rosaceae,Rosales,Magnoliopsida,Streptophyta,Viridiplantae
Ulmus glabra,Ulmus glabra,ncbi,Ulmus glabra,Ulmus,Ulmaceae,Rosales,Magnoliopsida,Streptophyta,Viridiplantae
Urtica dioica,Urtica dioica,ncbi,Urtica dioica,Urtica,Urticaceae,Rosales,Magnoliopsida,Streptophyta,Viridiplantae
Acer campestre,Acer campestre,ncbi,Acer campestre,Acer,Sapindaceae,Sapindales,Magnoliopsida,Streptophyta,Viridiplantae
Acer platanoides,Acer platanoides,ncbi,Acer platanoides,Acer,Sapindaceae,Sapindales,Magnoliopsida,Streptophyta,Viridiplantae
Acer pseudoplatanus,Acer pseudoplatanus,ncbi,Acer pseudoplatanus,Acer,Sapindaceae,Sapindales,Magnoliopsida,Streptophyta,Viridiplantae
Aesculus hippocastanum,Aesculus hippocastanum,ncbi,Aesculus hippocastanum,Aesculus,Sapindaceae,Sapindales,Magnoliopsida,Streptophyta,Viridiplantae
Sedum acre,Sedum acre,ncbi,Sedum acre,Sedum,Crassulaceae,Saxifragales,Magnoliopsida,Streptophyta,Viridiplantae
Ribes nigrum,Ribes nigrum,ncbi,Ribes nigrum,Ribes,Grossulariaceae,Saxifragales,Magnoliopsida,Streptophyta,Viridiplantae
Ribes rubrum,Ribes rubrum,ncbi,Ribes rubrum,Ribes,Grossulariaceae,Saxifragales,Magnoliopsida,Streptophyta,Viridiplantae
Ribes uva-crispa,Ribes uva-crispa,ncbi,Ribes uva-crispa,Ribes,Grossulariaceae,Saxifragales,Magnoliopsida,Streptophyta,Viridiplantae
Chrysosplenium oppositifolium,Chrysosplenium oppositifolium,ncbi,Chrysosplenium oppositifolium,Chrysosplenium,Saxifragaceae,Saxifragales,Magnoliopsida,Streptophyta,Viridiplantae
Saxifraga tridactylites,Saxifraga tridactylites,ncbi,Saxifraga tridactylites,Saxifraga,Saxifragaceae,Saxifragales,Magnoliopsida,Streptophyta,Viridiplantae
Convolvulus arvensis,Convolvulus arvensis,ncbi,Convolvulus arvensis,Convolvulus,Convolvulaceae,Solanales,Magnoliopsida,Streptophyta,Viridiplantae
Calystegia sepium,Calystegia sepium,ncbi,Calystegia sepium,Calystegia,Convolvulaceae,Solanales,Magnoliopsida,Streptophyta,Viridiplantae
Atropa bella-donna,Atropa bella-donna,ncbi,Atropa belladonna,Atropa,Solanaceae,Solanales,Magnoliopsida,Streptophyta,Viridiplantae
Solanum dulcamara,Solanum dulcamara,ncbi,Solanum dulcamara,Solanum,Solanaceae,Solanales,Magnoliopsida,Streptophyta,Viridiplantae
Larix decidua,Larix decidua,ncbi,Larix decidua,Larix,Pinaceae,Pinales,Pinopsida,Streptophyta,Viridiplantae
Taxus baccata,Taxus baccata,ncbi,Taxus baccata,Taxus,Taxaceae,Pinales,Pinopsida,Streptophyta,Viridiplantae
Equisetum palustre,Equisetum palustre,ncbi,Equisetum palustre,Equisetum,Equisetaceae,Equisetales,Polypodiopsida,Streptophyta,Viridiplantae
Equisetum telmateia,Equisetum telmateia,ncbi,Equisetum telmateia,Equisetum,Equisetaceae,Equisetales,Polypodiopsida,Streptophyta,Viridiplantae
Pteridium aquilinum,Pteridium aquilinum,ncbi,Pteridium aquilinum,Pteridium,Dennstaedtiaceae,Polypodiales,Polypodiopsida,Streptophyta,Viridiplantae
Dryopteris dilatata,Dryopteris dilatata,ncbi,Dryopteris dilatata,Dryopteris,Dryopteridaceae,Polypodiales,Polypodiopsida,Streptophyta,Viridiplantae
Dryopteris filix-mas,Dryopteris filix-mas,ncbi,Dryopteris filix-mas,Dryopteris,Dryopteridaceae,Polypodiales,Polypodiopsida,Streptophyta,Viridiplantae
Reseda lutea,Reseda lutea,ncbi,Reseda lutea,Reseda,Resedaceae,Brassicales,Magnoliopsida,Streptophyta,Viridiplantae
Reseda luteola,Reseda luteola,ncbi,Reseda luteola,Reseda,Resedaceae,Brassicales,Magnoliopsida,Streptophyta,Viridiplantae
Rhinanthus minor,Rhinanthus minor,ncbi,Rhinanthus minor,Rhinanthus,Orobanchaceae,Lamiales,Magnoliopsida,Streptophyta,Viridiplantae
Ranunculus acris,Ranunculus acris,ncbi,Ranunculus acris,Ranunculus,Ranunculaceae,Ranunculales,Magnoliopsida,Streptophyta,Viridiplantae
Ranunculus auricomus,Ranunculus auricomus,ncbi,Ranunculus auricomus,Ranunculus,Ranunculaceae,Ranunculales,Magnoliopsida,Streptophyta,Viridiplantae
Ranunculus bulbosus,Ranunculus bulbosus,ncbi,Ranunculus bulbosus,Ranunculus,Ranunculaceae,Ranunculales,Magnoliopsida,Streptophyta,Viridiplantae
Ranunculus ficaria,Ranunculus ficaria,ncbi,Ficaria verna,Ficaria,Ranunculaceae,Ranunculales,Magnoliopsida,Streptophyta,Viridiplantae
Ranunculus repens,Ranunculus repens,ncbi,Ranunculus repens,Ranunculus,Ranunculaceae,Ranunculales,Magnoliopsida,Streptophyta,Viridiplantae
Ranunculus sardous,Ranunculus sardous,ncbi,Ranunculus sardous,Ranunculus,Ranunculaceae,Ranunculales,Magnoliopsida,Streptophyta,Viridiplantae
Rhamnus catharticus,Rhamnus catharticus,ncbi,Rhamnus cathartica,Rhamnus,Rhamnaceae,Rosales,Magnoliopsida,Streptophyta,Viridiplantae
Closterium,Closterium,ncbi,NA,Closterium,Closteriaceae,Desmidiales,Zygnemophyceae,Streptophyta,Viridiplantae
Cosmarium,Cosmarium,ncbi,NA,Cosmarium,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Viridiplantae
Spondylosium,Spondylosium,ncbi,NA,Spondylosium,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Viridiplantae
Staurastrum,Staurastrum,ncbi,NA,Staurastrum,Desmidiaceae,Desmidiales,Zygnemophyceae,Streptophyta,Viridiplantae
